proportional,integral,derivative,coverage
-0.008717265685458598,0.1003982136952352,0.3471229403396671,1.0
-0.008717265685458598,0.0973224972129092,0.3766719124926525,1.0
-0.008331233757580296,0.0943156437413027,0.3613652367264326,1.0
-0.008331233757580296,0.09137514207547637,0.3253407049518184,1.0
-0.005500205238705354,0.08849860667018557,0.33208461349013957,1.0
0.04950184714834818,0.0856837696877487,0.31932616992097385,0.0
-0.00902130643488338,0.10189395669337935,0.3059927032108947,1.0
-0.00902130643488338,0.09899912886248896,0.3774686092485197,1.0
-0.00902130643488338,0.09616453892028294,0.4007953359766046,1.0
-0.00902130643488338,0.09338814421169171,0.41642609028409616,1.0
-0.00902130643488338,0.09066799722350907,0.4158543074127067,1.0
-0.00902130643488338,0.08800223997405948,0.41674143680282005,1.0
-0.007403088794836534,0.08538909880167998,0.4294783436795117,1.0
-0.007403088794836534,0.08282687951894539,0.4593692332483669,1.0
-0.007881688950080058,0.08031396290269092,0.4909208756829657,1.0
-0.007881688950080058,0.07784880049267959,0.44983835875753486,1.0
0.047740696962874196,0.07542991067426436,0.4551198251714168,0.0
-0.006988330585639347,0.09012879057373702,0.4502256300461691,1.0
-0.006988330585639347,0.08764250687039665,0.49695589679130037,1.0
-0.006988330585639347,0.08520168046038214,0.5143520176856715,1.0
-0.007551323240904669,0.08280495483191928,0.5169011759049852,1.0
-0.007551323240904669,0.0804510291494961,0.46954099565360335,1.0
-0.007551323240904669,0.07813865535673717,0.4837247369029839,1.0
-0.007551323240904669,0.07586663546127671,0.44633823928471117,1.0
-0.007551323240904669,0.07363381898827309,0.43557740193300115,1.0
-0.007551323240904669,0.07143910059032663,0.40646259644351124,1.0
-0.007551323240904669,0.06928141780257537,0.4343600271980588,1.0
0.05190111043609064,0.06715974893266341,0.4124917472944706,0.0
-0.0078028013543986145,0.08062731154938968,0.41013122915465644,1.0
-0.0078028013543986145,0.0784482282652245,0.45472381200553297,1.0
